asof,asof_quarter,horizon,target_quarter,call,grade,made_call,pred_delta,real_delta,pred_dir,real_dir,hit,conviction_pp,covid_target,consumer_stretched
2018-06-30,2018Q2,2,2018Q4,growth_qoq,abstain,False,,-0.48205320619572056,no call,decelerating,,,False,False
2018-06-30,2018Q2,2,2018Q4,inflation_yoy,call,True,-0.06848347296636659,-0.3957872653396941,decelerating,decelerating,1.0,0.06848347296636659,False,False
2018-06-30,2018Q2,2,2018Q4,inflation_qoq,call,True,-0.019513226138090367,0.005278572516287383,decelerating,accelerating,0.0,0.019513226138090367,False,False
2018-06-30,2018Q2,3,2019Q1,growth_yoy,call,True,-0.6720502813399865,-0.19155202488416734,decelerating,decelerating,1.0,0.6720502813399865,False,False
2018-06-30,2018Q2,3,2019Q1,growth_qoq,abstain,False,,0.4826738633308958,no call,accelerating,,,False,False
2018-06-30,2018Q2,3,2019Q1,inflation_yoy,call,True,-0.1223503076750454,-0.5840349026527376,decelerating,decelerating,1.0,0.1223503076750454,False,False
2018-06-30,2018Q2,3,2019Q1,inflation_qoq,call,True,-0.006297855378400996,-0.14014887681546018,decelerating,decelerating,1.0,0.006297855378400996,False,False
2018-06-30,2018Q2,4,2019Q2,growth_yoy,call,True,-0.10296206909314876,0.30856696809786754,decelerating,accelerating,0.0,0.10296206909314876,False,False
2018-06-30,2018Q2,4,2019Q2,growth_qoq,abstain,False,,0.21082775826193334,no call,accelerating,,,False,False
2018-06-30,2018Q2,4,2019Q2,inflation_yoy,call,True,0.0922097787040852,0.1926838918973346,accelerating,accelerating,1.0,0.0922097787040852,False,False
2018-06-30,2018Q2,4,2019Q2,inflation_qoq,call,True,-0.02532262636802951,0.46774501771116306,decelerating,accelerating,0.0,0.02532262636802951,False,False
2018-07-31,2018Q3,0,2018Q3,growth_yoy,call,True,-0.04946986210678794,-0.16893220580334045,decelerating,decelerating,1.0,0.04946986210678794,False,False
2018-07-31,2018Q3,0,2018Q3,growth_qoq,split,True,-0.1313040244046898,0.09287228429846195,decelerating,accelerating,0.0,0.1313040244046898,False,False
2018-07-31,2018Q3,0,2018Q3,inflation_yoy,call,True,0.15476451621726905,-0.07712161843226628,accelerating,decelerating,0.0,0.15476451621726905,False,False
2018-07-31,2018Q3,0,2018Q3,inflation_qoq,call,True,0.08448301739256703,-0.1425685698416279,accelerating,decelerating,0.0,0.08448301739256703,False,False
2018-07-31,2018Q3,1,2018Q4,growth_yoy,call,True,-0.4881249108752428,-1.004919889234146,decelerating,decelerating,1.0,0.4881249108752428,False,False
2018-07-31,2018Q3,1,2018Q4,growth_qoq,lean,True,0.48103657086484564,-0.48205320619572056,accelerating,decelerating,0.0,0.48103657086484564,False,False
2018-07-31,2018Q3,1,2018Q4,inflation_yoy,call,True,-0.061666199448436654,-0.3957872653396941,decelerating,decelerating,1.0,0.061666199448436654,False,False
2018-07-31,2018Q3,1,2018Q4,inflation_qoq,call,True,0.10681991115037981,0.005278572516287383,accelerating,accelerating,1.0,0.10681991115037981,False,False
2018-07-31,2018Q3,2,2019Q1,growth_yoy,call,True,-0.5126945590619325,-0.19155202488416734,decelerating,decelerating,1.0,0.5126945590619325,False,False
2018-07-31,2018Q3,2,2019Q1,growth_qoq,abstain,False,,0.4826738633308958,no call,accelerating,,,False,False
2018-07-31,2018Q3,2,2019Q1,inflation_yoy,call,True,-0.11576033065883129,-0.5840349026527376,decelerating,decelerating,1.0,0.11576033065883129,False,False
2018-07-31,2018Q3,2,2019Q1,inflation_qoq,call,True,-0.006600289073865895,-0.14014887681546018,decelerating,decelerating,1.0,0.006600289073865895,False,False
2018-07-31,2018Q3,3,2019Q2,growth_yoy,call,True,-0.4899163937434725,0.30856696809786754,decelerating,accelerating,0.0,0.4899163937434725,False,False
2018-07-31,2018Q3,3,2019Q2,growth_qoq,abstain,False,,0.21082775826193334,no call,accelerating,,,False,False
2018-07-31,2018Q3,3,2019Q2,inflation_yoy,call,True,0.16244573380048655,0.1926838918973346,accelerating,accelerating,1.0,0.16244573380048655,False,False
2018-07-31,2018Q3,3,2019Q2,inflation_qoq,call,True,-0.02560153460415826,0.46774501771116306,decelerating,accelerating,0.0,0.02560153460415826,False,False
2018-07-31,2018Q3,4,2019Q3,growth_yoy,call,True,0.04255038664664479,0.5550911739446107,accelerating,accelerating,1.0,0.04255038664664479,False,False
2018-07-31,2018Q3,4,2019Q3,growth_qoq,abstain,False,,0.3348560158825231,no call,accelerating,,,False,False
2018-07-31,2018Q3,4,2019Q3,inflation_yoy,call,True,0.06096993838416642,-0.07307289007228612,accelerating,decelerating,0.0,0.06096993838416642,False,False
2018-07-31,2018Q3,4,2019Q3,inflation_qoq,call,True,-0.015043979018281028,-0.40484052390632463,decelerating,decelerating,1.0,0.015043979018281028,False,False
2018-08-31,2018Q3,0,2018Q3,growth_yoy,call,True,-0.025922903974007205,-0.16893220580334045,decelerating,decelerating,1.0,0.025922903974007205,False,False
2018-08-31,2018Q3,0,2018Q3,growth_qoq,split,True,-0.1313040244046898,0.09287228429846195,decelerating,accelerating,0.0,0.1313040244046898,False,False
2018-08-31,2018Q3,0,2018Q3,inflation_yoy,call,True,0.020372970532100965,-0.07712161843226628,accelerating,decelerating,0.0,0.020372970532100965,False,False
2018-08-31,2018Q3,0,2018Q3,inflation_qoq,call,True,-0.04693602534462382,-0.1425685698416279,decelerating,decelerating,1.0,0.04693602534462382,False,False
2018-08-31,2018Q3,1,2018Q4,growth_yoy,call,True,-0.48823545662175505,-1.004919889234146,decelerating,decelerating,1.0,0.48823545662175505,False,False
2018-08-31,2018Q3,1,2018Q4,growth_qoq,lean,True,0.48103657086484564,-0.48205320619572056,accelerating,decelerating,0.0,0.48103657086484564,False,False
2018-08-31,2018Q3,1,2018Q4,inflation_yoy,call,True,-0.04486104382255984,-0.3957872653396941,decelerating,decelerating,1.0,0.04486104382255984,False,False
2018-08-31,2018Q3,1,2018Q4,inflation_qoq,call,True,0.2545690821379232,0.005278572516287383,accelerating,accelerating,1.0,0.2545690821379232,False,False
2018-08-31,2018Q3,2,2019Q1,growth_yoy,call,True,-0.5128106691016043,-0.19155202488416734,decelerating,decelerating,1.0,0.5128106691016043,False,False
2018-08-31,2018Q3,2,2019Q1,growth_qoq,abstain,False,,0.4826738633308958,no call,accelerating,,,False,False
2018-08-31,2018Q3,2,2019Q1,inflation_yoy,call,True,-0.12001369851966803,-0.5840349026527376,decelerating,decelerating,1.0,0.12001369851966803,False,False
2018-08-31,2018Q3,2,2019Q1,inflation_qoq,call,True,-0.027238088355296952,-0.14014887681546018,decelerating,decelerating,1.0,0.027238088355296952,False,False
2018-08-31,2018Q3,3,2019Q2,growth_yoy,call,True,-0.4900273452074444,0.30856696809786754,decelerating,accelerating,0.0,0.4900273452074444,False,False
2018-08-31,2018Q3,3,2019Q2,growth_qoq,abstain,False,,0.21082775826193334,no call,accelerating,,,False,False
2018-08-31,2018Q3,3,2019Q2,inflation_yoy,call,True,0.15663824467878262,0.1926838918973346,accelerating,accelerating,1.0,0.15663824467878262,False,False
2018-08-31,2018Q3,3,2019Q2,inflation_qoq,call,True,-0.0267996744558463,0.46774501771116306,decelerating,accelerating,0.0,0.0267996744558463,False,False
2018-08-31,2018Q3,4,2019Q3,growth_yoy,call,True,0.01934103576397561,0.5550911739446107,accelerating,accelerating,1.0,0.01934103576397561,False,False
2018-08-31,2018Q3,4,2019Q3,growth_qoq,abstain,False,,0.3348560158825231,no call,accelerating,,,False,False
2018-08-31,2018Q3,4,2019Q3,inflation_yoy,call,True,0.18952439155560263,-0.07307289007228612,accelerating,decelerating,0.0,0.18952439155560263,False,False
2018-08-31,2018Q3,4,2019Q3,inflation_qoq,call,True,-0.015220795526360575,-0.40484052390632463,decelerating,decelerating,1.0,0.015220795526360575,False,False
2018-09-30,2018Q3,0,2018Q3,growth_yoy,call,True,0.0010076561738570078,-0.16893220580334045,accelerating,decelerating,0.0,0.0010076561738570078,False,False
2018-09-30,2018Q3,0,2018Q3,growth_qoq,split,True,-0.1313040244046898,0.09287228429846195,decelerating,accelerating,0.0,0.1313040244046898,False,False
2018-09-30,2018Q3,0,2018Q3,inflation_yoy,call,True,-0.042749689976040006,-0.07712161843226628,decelerating,decelerating,1.0,0.042749689976040006,False,False
2018-09-30,2018Q3,0,2018Q3,inflation_qoq,call,True,-0.10877855875530695,-0.1425685698416279,decelerating,decelerating,1.0,0.10877855875530695,False,False
2018-09-30,2018Q3,1,2018Q4,growth_yoy,call,True,-0.4883618873419593,-1.004919889234146,decelerating,decelerating,1.0,0.4883618873419593,False,False
2018-09-30,2018Q3,1,2018Q4,growth_qoq,lean,True,0.48103657086484564,-0.48205320619572056,accelerating,decelerating,0.0,0.48103657086484564,False,False
2018-09-30,2018Q3,1,2018Q4,inflation_yoy,call,True,-0.034228782471671604,-0.3957872653396941,decelerating,decelerating,1.0,0.034228782471671604,False,False
2018-09-30,2018Q3,1,2018Q4,inflation_qoq,call,True,0.32691131490536485,0.005278572516287383,accelerating,accelerating,1.0,0.32691131490536485,False,False
2018-09-30,2018Q3,2,2019Q1,growth_yoy,call,True,-0.5129434636812036,-0.19155202488416734,decelerating,decelerating,1.0,0.5129434636812036,False,False
2018-09-30,2018Q3,2,2019Q1,growth_qoq,abstain,False,,0.4826738633308958,no call,accelerating,,,False,False
2018-09-30,2018Q3,2,2019Q1,inflation_yoy,call,True,-0.10522381712153228,-0.5840349026527376,decelerating,decelerating,1.0,0.10522381712153228,False,False
2018-09-30,2018Q3,2,2019Q1,inflation_qoq,call,True,-0.023266070109317916,-0.14014887681546018,decelerating,decelerating,1.0,0.023266070109317916,False,False
2018-09-30,2018Q3,3,2019Q2,growth_yoy,call,True,-0.4901542399450953,0.30856696809786754,decelerating,accelerating,0.0,0.4901542399450953,False,False
2018-09-30,2018Q3,3,2019Q2,growth_qoq,abstain,False,,0.21082775826193334,no call,accelerating,,,False,False
2018-09-30,2018Q3,3,2019Q2,inflation_yoy,call,True,0.1709403350646692,0.1926838918973346,accelerating,accelerating,1.0,0.1709403350646692,False,False
2018-09-30,2018Q3,3,2019Q2,inflation_qoq,call,True,-0.027186015644642403,0.46774501771116306,decelerating,accelerating,0.0,0.027186015644642403,False,False
2018-09-30,2018Q3,4,2019Q3,growth_yoy,call,True,-0.007203404346411979,0.5550911739446107,decelerating,accelerating,0.0,0.007203404346411979,False,False
2018-09-30,2018Q3,4,2019Q3,growth_qoq,abstain,False,,0.3348560158825231,no call,accelerating,,,False,False
2018-09-30,2018Q3,4,2019Q3,inflation_yoy,call,True,0.26861226904856617,-0.07307289007228612,accelerating,decelerating,0.0,0.26861226904856617,False,False
2018-09-30,2018Q3,4,2019Q3,inflation_qoq,call,True,-0.013801071636776463,-0.40484052390632463,decelerating,decelerating,1.0,0.013801071636776463,False,False
2018-10-31,2018Q4,0,2018Q4,growth_yoy,call,True,-0.2534400419623939,-1.004919889234146,decelerating,decelerating,1.0,0.2534400419623939,False,False
2018-10-31,2018Q4,0,2018Q4,growth_qoq,split,True,-0.0668268492793177,-0.48205320619572056,decelerating,decelerating,1.0,0.0668268492793177,False,False
2018-10-31,2018Q4,0,2018Q4,inflation_yoy,call,True,-0.010448723318390307,-0.3957872653396941,decelerating,decelerating,1.0,0.010448723318390307,False,False
2018-10-31,2018Q4,0,2018Q4,inflation_qoq,call,True,0.38420679685899906,0.005278572516287383,accelerating,accelerating,1.0,0.38420679685899906,False,False
2018-10-31,2018Q4,1,2019Q1,growth_yoy,call,True,-0.39451521043809556,-0.19155202488416734,decelerating,decelerating,1.0,0.39451521043809556,False,False
2018-10-31,2018Q4,1,2019Q1,growth_qoq,lean,True,0.39010373560056655,0.4826738633308958,accelerating,accelerating,1.0,0.39010373560056655,False,False
2018-10-31,2018Q4,1,2019Q1,inflation_yoy,call,True,-0.1080414309929596,-0.5840349026527376,decelerating,decelerating,1.0,0.1080414309929596,False,False
2018-10-31,2018Q4,1,2019Q1,inflation_qoq,call,True,-0.049551297758232415,-0.14014887681546018,decelerating,decelerating,1.0,0.049551297758232415,False,False
2018-10-31,2018Q4,2,2019Q2,growth_yoy,call,True,-0.2921077610897882,0.30856696809786754,decelerating,accelerating,0.0,0.2921077610897882,False,False
2018-10-31,2018Q4,2,2019Q2,growth_qoq,abstain,False,,0.21082775826193334,no call,accelerating,,,False,False
2018-10-31,2018Q4,2,2019Q2,inflation_yoy,call,True,0.16700277607441372,0.1926838918973346,accelerating,accelerating,1.0,0.16700277607441372,False,False
2018-10-31,2018Q4,2,2019Q2,inflation_qoq,call,True,-0.028247627770672246,0.46774501771116306,decelerating,accelerating,0.0,0.028247627770672246,False,False
2018-10-31,2018Q4,3,2019Q3,growth_yoy,call,True,-0.3985914386454681,0.5550911739446107,decelerating,accelerating,0.0,0.3985914386454681,False,False
2018-10-31,2018Q4,3,2019Q3,growth_qoq,abstain,False,,0.3348560158825231,no call,accelerating,,,False,False
2018-10-31,2018Q4,3,2019Q3,inflation_yoy,call,True,0.2976115322613402,-0.07307289007228612,accelerating,decelerating,0.0,0.2976115322613402,False,False
2018-10-31,2018Q4,3,2019Q3,inflation_qoq,call,True,-0.015356405420074992,-0.40484052390632463,decelerating,decelerating,1.0,0.015356405420074992,False,False
2018-10-31,2018Q4,4,2019Q4,growth_yoy,call,True,-0.21737367274770047,0.5545596555552423,decelerating,accelerating,0.0,0.21737367274770047,False,False
2018-10-31,2018Q4,4,2019Q4,growth_qoq,abstain,False,,-0.4881239870268894,no call,decelerating,,,False,False
2018-10-31,2018Q4,4,2019Q4,inflation_yoy,call,True,-0.095177093471007,0.2991071049003755,decelerating,accelerating,0.0,0.095177093471007,False,False
2018-10-31,2018Q4,4,2019Q4,inflation_qoq,call,True,-8.978119496738657e-05,0.37248295245990715,decelerating,accelerating,0.0,8.978119496738657e-05,False,False
2018-11-30,2018Q4,0,2018Q4,growth_yoy,call,True,-0.6611690134520565,-1.004919889234146,decelerating,decelerating,1.0,0.6611690134520565,False,False
2018-11-30,2018Q4,0,2018Q4,growth_qoq,split,True,-0.0668268492793177,-0.48205320619572056,decelerating,decelerating,1.0,0.0668268492793177,False,False
2018-11-30,2018Q4,0,2018Q4,inflation_yoy,call,True,-0.22936162749174205,-0.3957872653396941,decelerating,decelerating,1.0,0.22936162749174205,False,False
2018-11-30,2018Q4,0,2018Q4,inflation_qoq,call,True,0.16902832138472323,0.005278572516287383,accelerating,accelerating,1.0,0.16902832138472323,False,False
2018-11-30,2018Q4,1,2019Q1,growth_yoy,call,True,-0.39296739589582685,-0.19155202488416734,decelerating,decelerating,1.0,0.39296739589582685,False,False
2018-11-30,2018Q4,1,2019Q1,growth_qoq,lean,True,0.39010373560056655,0.4826738633308958,accelerating,accelerating,1.0,0.39010373560056655,False,False
2018-11-30,2018Q4,1,2019Q1,inflation_yoy,call,True,-0.1625552092242355,-0.5840349026527376,decelerating,decelerating,1.0,0.1625552092242355,False,False
2018-11-30,2018Q4,1,2019Q1,inflation_qoq,call,True,0.11183953856208628,-0.14014887681546018,accelerating,decelerating,0.0,0.11183953856208628,False,False
2018-11-30,2018Q4,2,2019Q2,growth_yoy,call,True,-0.2909617250724805,0.30856696809786754,decelerating,accelerating,0.0,0.2909617250724805,False,False
2018-11-30,2018Q4,2,2019Q2,growth_qoq,abstain,False,,0.21082775826193334,no call,accelerating,,,False,False
2018-11-30,2018Q4,2,2019Q2,inflation_yoy,call,True,0.16565183344972034,0.1926838918973346,accelerating,accelerating,1.0,0.16565183344972034,False,False
2018-11-30,2018Q4,2,2019Q2,inflation_qoq,call,True,0.02464862093818354,0.46774501771116306,accelerating,accelerating,1.0,0.02464862093818354,False,False
2018-11-30,2018Q4,3,2019Q3,growth_yoy,call,True,-0.3970276317025512,0.5550911739446107,decelerating,accelerating,0.0,0.3970276317025512,False,False
2018-11-30,2018Q4,3,2019Q3,growth_qoq,abstain,False,,0.3348560158825231,no call,accelerating,,,False,False
2018-11-30,2018Q4,3,2019Q3,inflation_yoy,call,True,0.2937728353422062,-0.07307289007228612,accelerating,decelerating,0.0,0.2937728353422062,False,False
2018-11-30,2018Q4,3,2019Q3,inflation_qoq,call,True,-0.017449149656845186,-0.40484052390632463,decelerating,decelerating,1.0,0.017449149656845186,False,False
2018-11-30,2018Q4,4,2019Q4,growth_yoy,call,True,0.1860976412394244,0.5545596555552423,accelerating,accelerating,1.0,0.1860976412394244,False,False
2018-11-30,2018Q4,4,2019Q4,growth_qoq,abstain,False,,-0.4881239870268894,no call,decelerating,,,False,False
2018-11-30,2018Q4,4,2019Q4,inflation_yoy,call,True,0.12251948238125943,0.2991071049003755,accelerating,accelerating,1.0,0.12251948238125943,False,False
2018-11-30,2018Q4,4,2019Q4,inflation_qoq,call,True,0.0009780805477088705,0.37248295245990715,accelerating,accelerating,1.0,0.0009780805477088705,False,False
2018-12-31,2018Q4,0,2018Q4,growth_yoy,call,True,-0.740253381163547,-1.004919889234146,decelerating,decelerating,1.0,0.740253381163547,False,False
2018-12-31,2018Q4,0,2018Q4,growth_qoq,split,True,-0.0668268492793177,-0.48205320619572056,decelerating,decelerating,1.0,0.0668268492793177,False,False
2018-12-31,2018Q4,0,2018Q4,inflation_yoy,call,True,-0.4294064379962421,-0.3957872653396941,decelerating,decelerating,1.0,0.4294064379962421,False,False
2018-12-31,2018Q4,0,2018Q4,inflation_qoq,call,True,-0.0278221484081298,0.005278572516287383,decelerating,accelerating,0.0,0.0278221484081298,False,False
2018-12-31,2018Q4,1,2019Q1,growth_yoy,call,True,-0.3926671770176471,-0.19155202488416734,decelerating,decelerating,1.0,0.3926671770176471,False,False
2018-12-31,2018Q4,1,2019Q1,growth_qoq,lean,True,0.39010373560056655,0.4826738633308958,accelerating,accelerating,1.0,0.39010373560056655,False,False
2018-12-31,2018Q4,1,2019Q1,inflation_yoy,call,True,-0.3958748858194914,-0.5840349026527376,decelerating,decelerating,1.0,0.3958748858194914,False,False
2018-12-31,2018Q4,1,2019Q1,inflation_qoq,call,True,0.0784560232333309,-0.14014887681546018,accelerating,decelerating,0.0,0.0784560232333309,False,False
2018-12-31,2018Q4,2,2019Q2,growth_yoy,call,True,-0.29073943639510436,0.30856696809786754,decelerating,accelerating,0.0,0.29073943639510436,False,False
2018-12-31,2018Q4,2,2019Q2,growth_qoq,abstain,False,,0.21082775826193334,no call,accelerating,,,False,False
2018-12-31,2018Q4,2,2019Q2,inflation_yoy,call,True,0.1764802935810308,0.1926838918973346,accelerating,accelerating,1.0,0.1764802935810308,False,False
2018-12-31,2018Q4,2,2019Q2,inflation_qoq,call,True,0.2662732228253528,0.46774501771116306,accelerating,accelerating,1.0,0.2662732228253528,False,False
2018-12-31,2018Q4,3,2019Q3,growth_yoy,call,True,-0.3967243108891072,0.5550911739446107,decelerating,accelerating,0.0,0.3967243108891072,False,False
2018-12-31,2018Q4,3,2019Q3,growth_qoq,abstain,False,,0.3348560158825231,no call,accelerating,,,False,False
2018-12-31,2018Q4,3,2019Q3,inflation_yoy,call,True,0.30405800679039374,-0.07307289007228612,accelerating,decelerating,0.0,0.30405800679039374,False,False
2018-12-31,2018Q4,3,2019Q3,inflation_qoq,call,True,-0.01751716250706359,-0.40484052390632463,decelerating,decelerating,1.0,0.01751716250706359,False,False
2018-12-31,2018Q4,4,2019Q4,growth_yoy,call,True,0.2643561805819372,0.5545596555552423,accelerating,accelerating,1.0,0.2643561805819372,False,False
2018-12-31,2018Q4,4,2019Q4,growth_qoq,abstain,False,,-0.4881239870268894,no call,decelerating,,,False,False
2018-12-31,2018Q4,4,2019Q4,inflation_yoy,call,True,0.3354449948945515,0.2991071049003755,accelerating,accelerating,1.0,0.3354449948945515,False,False
2018-12-31,2018Q4,4,2019Q4,inflation_qoq,call,True,0.0018808316538443393,0.37248295245990715,accelerating,accelerating,1.0,0.0018808316538443393,False,False
2019-01-31,2019Q1,0,2019Q1,growth_yoy,call,True,-0.7243418562876469,-0.19155202488416734,decelerating,decelerating,1.0,0.7243418562876469,False,False
2019-01-31,2019Q1,0,2019Q1,growth_qoq,call,True,0.23071663384488256,0.4826738633308958,accelerating,accelerating,1.0,0.23071663384488256,False,False
2019-01-31,2019Q1,0,2019Q1,inflation_yoy,call,True,-0.6217521965378985,-0.5840349026527376,decelerating,decelerating,1.0,0.6217521965378985,False,False
2019-01-31,2019Q1,0,2019Q1,inflation_qoq,call,True,-0.17749735276995082,-0.14014887681546018,decelerating,decelerating,1.0,0.17749735276995082,False,False
2019-01-31,2019Q1,1,2019Q2,growth_yoy,call,True,-0.1497551845267342,0.30856696809786754,decelerating,accelerating,0.0,0.1497551845267342,False,False
2019-01-31,2019Q1,1,2019Q2,growth_qoq,lean,True,-0.2518754971926773,0.21082775826193334,decelerating,accelerating,0.0,0.2518754971926773,False,False
2019-01-31,2019Q1,1,2019Q2,inflation_yoy,call,True,0.00021444948606541558,0.1926838918973346,accelerating,accelerating,1.0,0.00021444948606541558,False,False
2019-01-31,2019Q1,1,2019Q2,inflation_qoq,call,True,0.31500547784601984,0.46774501771116306,accelerating,accelerating,1.0,0.31500547784601984,False,False
2019-01-31,2019Q1,2,2019Q3,growth_yoy,call,True,-0.25233511126707686,0.5550911739446107,decelerating,accelerating,0.0,0.25233511126707686,False,False
2019-01-31,2019Q1,2,2019Q3,growth_qoq,abstain,False,,0.3348560158825231,no call,accelerating,,,False,False
2019-01-31,2019Q1,2,2019Q3,inflation_yoy,call,True,0.13123824630150893,-0.07307289007228612,accelerating,decelerating,0.0,0.13123824630150893,False,False
2019-01-31,2019Q1,2,2019Q3,inflation_qoq,call,True,-0.013117906555448755,-0.40484052390632463,decelerating,decelerating,1.0,0.013117906555448755,False,False
2019-01-31,2019Q1,3,2019Q4,growth_yoy,call,True,0.2558971334778448,0.5545596555552423,accelerating,accelerating,1.0,0.2558971334778448,False,False
2019-01-31,2019Q1,3,2019Q4,growth_qoq,abstain,False,,-0.4881239870268894,no call,decelerating,,,False,False
2019-01-31,2019Q1,3,2019Q4,inflation_yoy,call,True,0.12851658724274784,0.2991071049003755,accelerating,accelerating,1.0,0.12851658724274784,False,False
2019-01-31,2019Q1,3,2019Q4,inflation_qoq,call,True,0.002472183123747307,0.37248295245990715,accelerating,accelerating,1.0,0.002472183123747307,False,False
2019-01-31,2019Q1,4,2020Q1,growth_yoy,call,True,0.41594159106332906,-1.9932414951223665,accelerating,decelerating,0.0,0.41594159106332906,True,False
2019-01-31,2019Q1,4,2020Q1,growth_qoq,abstain,False,,-1.9981995416104459,no call,decelerating,,,True,False
2019-01-31,2019Q1,4,2020Q1,inflation_yoy,call,True,0.3205661785612508,0.0964443521505487,accelerating,accelerating,1.0,0.3205661785612508,True,False
2019-01-31,2019Q1,4,2020Q1,inflation_qoq,call,True,0.011109933593922428,-0.34186666247340014,accelerating,decelerating,0.0,0.011109933593922428,True,False
2019-02-28,2019Q1,0,2019Q1,growth_yoy,call,True,-0.8061392530193334,-0.19155202488416734,decelerating,decelerating,1.0,0.8061392530193334,False,False
2019-02-28,2019Q1,0,2019Q1,growth_qoq,call,True,0.23071663384488256,0.4826738633308958,accelerating,accelerating,1.0,0.23071663384488256,False,False
2019-02-28,2019Q1,0,2019Q1,inflation_yoy,call,True,-0.6894834814113349,-0.5840349026527376,decelerating,decelerating,1.0,0.6894834814113349,False,False
2019-02-28,2019Q1,0,2019Q1,inflation_qoq,call,True,-0.24428611568176883,-0.14014887681546018,decelerating,decelerating,1.0,0.24428611568176883,False,False
2019-02-28,2019Q1,1,2019Q2,growth_yoy,call,True,-0.14963558188729742,0.30856696809786754,decelerating,accelerating,0.0,0.14963558188729742,False,False
2019-02-28,2019Q1,1,2019Q2,growth_qoq,lean,True,-0.2518754971926773,0.21082775826193334,decelerating,accelerating,0.0,0.2518754971926773,False,False
2019-02-28,2019Q1,1,2019Q2,inflation_yoy,call,True,0.01010772191406173,0.1926838918973346,accelerating,accelerating,1.0,0.01010772191406173,False,False
2019-02-28,2019Q1,1,2019Q2,inflation_qoq,call,True,0.39155427637660445,0.46774501771116306,accelerating,accelerating,1.0,0.39155427637660445,False,False
2019-02-28,2019Q1,2,2019Q3,growth_yoy,call,True,-0.2521335827160964,0.5550911739446107,decelerating,accelerating,0.0,0.2521335827160964,False,False
2019-02-28,2019Q1,2,2019Q3,growth_qoq,abstain,False,,0.3348560158825231,no call,accelerating,,,False,False
2019-02-28,2019Q1,2,2019Q3,inflation_yoy,call,True,0.12066887784618618,-0.07307289007228612,accelerating,decelerating,0.0,0.12066887784618618,False,False
2019-02-28,2019Q1,2,2019Q3,inflation_qoq,call,True,-0.0332563384117579,-0.40484052390632463,decelerating,decelerating,1.0,0.0332563384117579,False,False
2019-02-28,2019Q1,3,2019Q4,growth_yoy,call,True,0.25569276010213304,0.5545596555552423,accelerating,accelerating,1.0,0.25569276010213304,False,False
2019-02-28,2019Q1,3,2019Q4,growth_qoq,abstain,False,,-0.4881239870268894,no call,decelerating,,,False,False
2019-02-28,2019Q1,3,2019Q4,inflation_yoy,call,True,0.11782966676021633,0.2991071049003755,accelerating,accelerating,1.0,0.11782966676021633,False,False
2019-02-28,2019Q1,3,2019Q4,inflation_qoq,call,True,0.0023846975826247174,0.37248295245990715,accelerating,accelerating,1.0,0.0023846975826247174,False,False
2019-02-28,2019Q1,4,2020Q1,growth_yoy,call,True,0.49762222998028793,-1.9932414951223665,accelerating,decelerating,0.0,0.49762222998028793,True,False
2019-02-28,2019Q1,4,2020Q1,growth_qoq,abstain,False,,-1.9981995416104459,no call,decelerating,,,True,False
2019-02-28,2019Q1,4,2020Q1,inflation_yoy,call,True,0.37642514567561114,0.0964443521505487,accelerating,accelerating,1.0,0.37642514567561114,True,False
2019-02-28,2019Q1,4,2020Q1,inflation_qoq,call,True,0.009750758911075685,-0.34186666247340014,accelerating,decelerating,0.0,0.009750758911075685,True,False
2019-03-31,2019Q1,0,2019Q1,growth_yoy,call,True,-0.8283905841255157,-0.19155202488416734,decelerating,decelerating,1.0,0.8283905841255157,False,False
2019-03-31,2019Q1,0,2019Q1,growth_qoq,call,True,0.23071663384488256,0.4826738633308958,accelerating,accelerating,1.0,0.23071663384488256,False,False
2019-03-31,2019Q1,0,2019Q1,inflation_yoy,call,True,-0.6199420208873985,-0.5840349026527376,decelerating,decelerating,1.0,0.6199420208873985,False,False
2019-03-31,2019Q1,0,2019Q1,inflation_qoq,call,True,-0.17561069227918225,-0.14014887681546018,decelerating,decelerating,1.0,0.17561069227918225,False,False
2019-03-31,2019Q1,1,2019Q2,growth_yoy,call,True,-0.14960304640279087,0.30856696809786754,decelerating,accelerating,0.0,0.14960304640279087,False,False
2019-03-31,2019Q1,1,2019Q2,growth_qoq,lean,True,-0.2518754971926773,0.21082775826193334,decelerating,accelerating,0.0,0.2518754971926773,False,False
2019-03-31,2019Q1,1,2019Q2,inflation_yoy,call,True,0.1065633752783901,0.1926838918973346,accelerating,accelerating,1.0,0.1065633752783901,False,False
2019-03-31,2019Q1,1,2019Q2,inflation_qoq,call,True,0.4182718396540164,0.46774501771116306,accelerating,accelerating,1.0,0.4182718396540164,False,False
2019-03-31,2019Q1,2,2019Q3,growth_yoy,call,True,-0.25207876094068826,0.5550911739446107,decelerating,accelerating,0.0,0.25207876094068826,False,False
2019-03-31,2019Q1,2,2019Q3,growth_qoq,abstain,False,,0.3348560158825231,no call,accelerating,,,False,False
2019-03-31,2019Q1,2,2019Q3,inflation_yoy,call,True,0.142553133711824,-0.07307289007228612,accelerating,decelerating,0.0,0.142553133711824,False,False
2019-03-31,2019Q1,2,2019Q3,inflation_qoq,call,True,-0.10723784401744929,-0.40484052390632463,decelerating,decelerating,1.0,0.10723784401744929,False,False
2019-03-31,2019Q1,3,2019Q4,growth_yoy,call,True,0.2556371644495403,0.5545596555552423,accelerating,accelerating,1.0,0.2556371644495403,False,False
